Usia,Domisili,Nama Program,Harga Kelas,Kategori,Sub Kategori  1 (Tujuan),Sub Kategori 2 (Minat lain),Sub Kategori 3 (Minat lain),Sub Kategori 4 (Minat lain),Usia_Clean,Age_Group,Region,Price_Segment,Kategori_encoded,Region_encoded,Sub1_encoded,Sub2_encoded,Cluster
34.0,Sidoarjo ,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,34.0,Dewasa (26-35),Jawa Timur,Budget (≤30k),0,4,7,3,0
40.0,Kalimantan Timur ,Kelas OL Strategi Penerapan Kurikulum Matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,40.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
42.0,Bekasi ,Kelas OL strategi penerapan kurikulum matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,42.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),0,1,7,3,0
38.0,Solo,Kelas OL Strategi Penerapan Kurikulum Matematika TK-SD,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,38.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
38.0,Malang,Kelas OL Strategi Penerapan Kurikulum Matematika TK-SD,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,38.0,Dewasa Menengah (36-45),Jawa Timur,Budget (≤30k),0,4,7,3,0
43.0,Bandung,Kelas online  penerapan kurikulum matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,43.0,Dewasa Menengah (36-45),Jawa Barat,Budget (≤30k),0,2,7,3,0
33.0,Sumedang,Kelas Online Strategi Penerapan Kurikulum Matematika usia TK-SD,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,33.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
38.0,pangkalpinang,Kelas PraMembaca dan PraMenulis,65,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,38.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),0,6,7,3,0
27.0,Bogor,Kelas Privat Dinda,65,Hobi,Keterampilan Digital,Charity,Seni & Visual,"Crafting, Journaling, DIY",27.0,Dewasa (26-35),Jabodetabek,Standard (31-65k),4,1,4,0,1
10.0,Balikpapan,Kelas Rajut Online Sabiya,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",10.0,Anak (≤12),Kalimantan Timur,Standard (31-65k),4,5,5,1,1
29.0,Mojokerto,Kelas smock & sulam pita,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",29.0,Dewasa (26-35),Jawa Timur,Standard (31-65k),4,4,5,1,1
31.0,Sulawesi Tengah,Kelas Sticker + GIF,25,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",31.0,Dewasa (26-35),Lainnya,Budget (≤30k),4,6,4,1,1
27.0,Gresik,Kelas sticker + GIF,25,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",27.0,Dewasa (26-35),Lainnya,Budget (≤30k),4,6,4,1,1
47.0,Pemalang,Kelas sticker + GIF,25,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",47.0,Dewasa Tua (>45),Jawa Timur,Budget (≤30k),4,4,4,1,1
21.0,Batam,Kelas sticker + GIF,25,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",21.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),4,6,4,1,1
31.0,Bekasi,Kelas sticker+gif,25,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",31.0,Dewasa (26-35),Jabodetabek,Budget (≤30k),4,1,4,1,1
20.0,Surabaya,Kelas sticker+gif,25,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",20.0,Dewasa Muda (18-25),Jawa Timur,Budget (≤30k),4,4,4,1,1
45.0,Pekanbaru,Kursol jahit basic,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",45.0,Dewasa Menengah (36-45),Lainnya,Luxury (>100k),3,6,1,1,2
41.0,Tambun bekasi,Kursol jahit basic,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",41.0,Dewasa Menengah (36-45),Jabodetabek,Luxury (>100k),3,1,1,1,2
27.0,Magetan,Kursus fashion design flash sale,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",27.0,Dewasa (26-35),Lainnya,Luxury (>100k),3,6,1,1,2
22.0,Banjarnegara,Kursus Jahit Basic,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",22.0,Dewasa Muda (18-25),Lainnya,Luxury (>100k),3,6,1,1,2
18.0,Sulsel,Kursus jahit basic,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",18.0,Dewasa Muda (18-25),Lainnya,Luxury (>100k),3,6,1,1,2
25.0,Batam,Kursus Jahit Basic,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",25.0,Dewasa Muda (18-25),Lainnya,Luxury (>100k),3,6,1,1,2
32.0,Malang,Kursus Jahit Basic,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",32.0,Dewasa (26-35),Jawa Timur,Luxury (>100k),3,4,1,1,2
21.0,Aceh,Kursus Jahit Basic,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",21.0,Dewasa Muda (18-25),Lainnya,Luxury (>100k),3,6,1,1,2
34.0,Palembang,Kursus jahit basic #8,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",34.0,Dewasa (26-35),Lainnya,Luxury (>100k),3,6,1,1,2
34.0,Bandung,Kursus Jahit Basic #8,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",34.0,Dewasa (26-35),Jawa Barat,Luxury (>100k),3,2,1,1,2
26.0,Banjarnegara,Kursus Jahit Lanjutan,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",26.0,Dewasa (26-35),Lainnya,Luxury (>100k),3,6,1,1,2
33.0,"Lumajang, Jawa Timur",Kursus Jahit Lanjutan,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",33.0,Dewasa (26-35),Lainnya,Luxury (>100k),3,6,1,1,2
25.0,Jakarta Utara,Kursus Jahit Online,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",25.0,Dewasa Muda (18-25),Jabodetabek,Luxury (>100k),3,1,1,1,2
25.0,Bantul,Kursus Jahit Online Basic,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",25.0,Dewasa Muda (18-25),DIY,Luxury (>100k),3,0,1,1,2
24.0,"Sumut, Simalungun",KURSUS JAHIT ONLINE BASIC #6,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",24.0,Dewasa Muda (18-25),Lainnya,Luxury (>100k),3,6,1,1,2
40.0,lippo Cikarang bekasi,Kursus Jahit Online Batc 10,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",40.0,Dewasa Menengah (36-45),Jabodetabek,Luxury (>100k),3,1,1,1,2
39.0,Tangerang Selatan,Kursus Jahit Online Batch 10,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",39.0,Dewasa Menengah (36-45),Jabodetabek,Luxury (>100k),3,1,1,1,2
57.0,"Pondok Ranji, Ciputat Timur 15412 Tangerang Selatan",Kursus Jahit Online Batch 10,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",57.0,Dewasa Tua (>45),Jabodetabek,Luxury (>100k),3,1,1,1,2
39.0,Depok,Kursus Jahit Online Batch 10,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",39.0,Dewasa Menengah (36-45),Jabodetabek,Luxury (>100k),3,1,1,1,2
14.0,Jakarta,Kursus Jahit Online Dasar,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",14.0,Remaja (13-17),Jabodetabek,Luxury (>100k),3,1,1,1,2
22.0,Sarirogo - Sidoarjo,Kursus jahit online sabiya,120,Fashion,Busana Muslimah,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",22.0,Dewasa Muda (18-25),Jawa Timur,Luxury (>100k),3,4,1,1,2
31.0,Medan,Kursus matematika,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,31.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
30.0,Pangkalpinang,Kursus matematika ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,30.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
39.0,Wates- Kulon Progo,Kursus Merajut Online,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",39.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,5,1,1
35.0,Bekasi,Mari Merajut Batch 5,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",35.0,Dewasa (26-35),Jabodetabek,Standard (31-65k),4,1,5,1,1
35.0,"Jatibening, Bekasi",Mari Merajut Lanjutan,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",35.0,Dewasa (26-35),Jabodetabek,Standard (31-65k),4,1,5,1,1
45.0,Ambon,Marmer cake + martabak kari,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,45.0,Dewasa Menengah (36-45),Maluku,Standard (31-65k),5,7,8,1,1
53.0,Tangerang selatan,Marmer cake + martabak kari,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,53.0,Dewasa Tua (>45),Jabodetabek,Standard (31-65k),5,1,8,1,1
41.0,Bandar Lampung,Martabak Kari,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,41.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
38.0,Papua,Martabak Kari,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
34.0,Balikpapan,Martabak Kari,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,,Anak/Tidak Diketahui,Kalimantan Timur,Standard (31-65k),5,5,8,1,1
46.0,Samarinda,Martabak Kari & Donat,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,46.0,Dewasa Tua (>45),Kalimantan Timur,Standard (31-65k),5,5,8,1,1
34.0,Yogyakarta,Martabak kari + bread class,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,,Anak/Tidak Diketahui,DIY,Standard (31-65k),5,0,8,1,1
40.0,Jambi,Martabak kari + bread class,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,40.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
21.0,Parigi,Martabak kari + kuker,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,21.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),5,6,8,1,1
47.0,Cimahi,Martabak kari + marmer cake,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,47.0,Dewasa Tua (>45),Lainnya,Standard (31-65k),5,6,8,1,1
52.0,Garut,Martabak kari + pempek dos,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,52.0,Dewasa Tua (>45),Jawa Barat,Standard (31-65k),5,2,8,1,1
41.0,Tangerang,Martabak kari + pempek DOS,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,41.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
30.0,DIY,Martabak kari + pempek dos,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,30.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
37.0,Jakarta,Martabak kari + pempek dos,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,37.0,Dewasa Menengah (36-45),Jabodetabek,Standard (31-65k),5,1,8,1,1
43.0,Medan,Martabak kari + pizza,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,43.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
34.0,Batam,Martabak kari + pizza super molor,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,,Anak/Tidak Diketahui,Lainnya,Standard (31-65k),5,6,8,1,1
28.0,Lampung ,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,28.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
30.0,"Kota Metro, Lampung ",Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,30.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
29.0,Gresik,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,29.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
35.0,Bekasi,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,35.0,Dewasa (26-35),Jabodetabek,Budget (≤30k),0,1,7,3,0
35.0,Sorowako,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,35.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
45.0,Tegal,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,45.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
30.0,Sidoarjo,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,30.0,Dewasa (26-35),Jawa Timur,Budget (≤30k),0,4,7,3,0
34.0,Purbalingga,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,,Anak/Tidak Diketahui,Jawa Tengah,Budget (≤30k),0,3,7,3,0
20.0,Baturaja,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,20.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
33.0,Malang,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,33.0,Dewasa (26-35),Jawa Timur,Budget (≤30k),0,4,7,3,0
32.0,Malang,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,32.0,Dewasa (26-35),Jawa Timur,Budget (≤30k),0,4,7,3,0
20.0,Malang,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,20.0,Dewasa Muda (18-25),Jawa Timur,Budget (≤30k),0,4,7,3,0
51.0,Metro Lampung,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,51.0,Dewasa Tua (>45),Lainnya,Budget (≤30k),0,6,7,3,0
19.0,Kalimantan,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,19.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
34.0,Bogor,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,34.0,Dewasa (26-35),Jabodetabek,Budget (≤30k),0,1,7,3,0
24.0,Depok,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,24.0,Dewasa Muda (18-25),Jabodetabek,Budget (≤30k),0,1,7,3,0
25.0,Depok,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,25.0,Dewasa Muda (18-25),Jabodetabek,Budget (≤30k),0,1,7,3,0
30.0,Pekalongan,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,30.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
49.0,Karawang,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,49.0,Dewasa Tua (>45),Lainnya,Budget (≤30k),0,6,7,3,0
21.0,Sintang Kalbar,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,21.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
33.0,Banjarnegara,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,33.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
39.0,Samarinda,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,39.0,Dewasa Menengah (36-45),Kalimantan Timur,Budget (≤30k),0,5,7,3,0
36.0,Karanganyar ,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,36.0,Dewasa Menengah (36-45),Jawa Tengah,Budget (≤30k),0,3,7,3,0
35.0,Kuwait,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,35.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
43.0,Junrejo Batu,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,43.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
40.0,Sulut,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,40.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
42.0,Depok,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,42.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),0,1,7,3,0
42.0,Karanganyar ,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,42.0,Dewasa Menengah (36-45),Jawa Tengah,Budget (≤30k),0,3,7,3,0
33.0,Malang,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,33.0,Dewasa (26-35),Jawa Timur,Budget (≤30k),0,4,7,3,0
20.0,Jawa Tengah,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,20.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
26.0,Sinjai,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,26.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
22.0,Belitung,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,22.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
36.0,Bekasi,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,36.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),0,1,7,3,0
42.0,Bekasi,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,42.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),0,1,7,3,0
39.0,Bekasi,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,39.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),0,1,7,3,0
45.0,Batu Malang,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,45.0,Dewasa Menengah (36-45),Jawa Timur,Budget (≤30k),0,4,7,3,0
30.0,Medan,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,30.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
35.0,Gresik,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,35.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
47.0,Surakarta,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,47.0,Dewasa Tua (>45),Lainnya,Budget (≤30k),0,6,7,3,0
30.0,Pangkalpinang,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,30.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
32.0,Jogja Sleman,Matematika batch#2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,32.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
23.0,Muna,Matematika batch#2 & Mengawal Perkembangan AUD,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,23.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
39.0,Duri,Matematika batch#2 & Mengawal Perkembangan AUD,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,39.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
29.0,Kaltim,Matematika batch#2 & Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,29.0,Dewasa (26-35),Kalimantan Timur,Budget (≤30k),0,5,7,3,0
35.0,Bandung,Matematika batch#2 & Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,35.0,Dewasa (26-35),Jawa Barat,Budget (≤30k),0,2,7,3,0
30.0,Malinau,Matematika batch#2 & Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,30.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
25.0,Kendari,Matematika batch#2 & Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,25.0,Dewasa Muda (18-25),Sulawesi,Budget (≤30k),0,8,7,3,0
51.0,Bogor,Matematika batch#2 & Mengawal Perkembangan AUD ,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,51.0,Dewasa Tua (>45),Jabodetabek,Budget (≤30k),0,1,7,3,0
30.0,Medan,Mengawal aud #2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,30.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
23.0,Cikarang Barat,Mengawal aud #2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,23.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
35.0,Temanggung,Mengawal aud #2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,35.0,Dewasa (26-35),Jawa Tengah,Budget (≤30k),0,3,7,3,0
26.0,Purwokerto,Mengawal AUD #2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,26.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
27.0,Pangkep,Mengawal AUD #2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,27.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
27.0,Jakarta,Mengawal AUD #2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,27.0,Dewasa (26-35),Jabodetabek,Budget (≤30k),0,1,7,3,0
44.0,Beseran,Mengawal AUD #2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,44.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
26.0,Tanjung Balai,Mengawal AUD #2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,26.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
37.0,Riau,Mengawal AUD #2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,37.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),0,6,7,3,0
31.0,Cilacap,Mengawal AUD #2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,31.0,Dewasa (26-35),Jawa Tengah,Budget (≤30k),0,3,7,3,0
30.0,Merauke,Mengawal AUD #2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,30.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
26.0,Pemalang,Mengawal AUD #2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,26.0,Dewasa (26-35),Jawa Timur,Budget (≤30k),0,4,7,3,0
19.0,Wonosobo,Mengawal AUD #2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,19.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),0,6,7,3,0
34.0,Gorontalo,mengawal aud #2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,34.0,Dewasa (26-35),Lainnya,Budget (≤30k),0,6,7,3,0
31.0,Karanganyar,Mengawal AUD #2,30,Anak,Kognitif Anak,Kreativitas dan Belajar Anak,Kesehatan Anak,Parenting,31.0,Dewasa (26-35),Jawa Tengah,Budget (≤30k),0,3,7,3,0
